ID,Name,Category,Date,Value,Description
654,Item 654,Category B,2022-02-20,40.63,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
655,Item 655,Category D,2022-07-20,72.01,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
656,Item 656,Category D,2020-07-15,78.81,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
657,Item 657,Category C,2022-12-14,26.74,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
658,Item 658,Category B,2022-10-28,47.42,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
659,Item 659,Category D,2020-04-02,94.75,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
660,Item 660,Category A,2021-06-13,54.59,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
661,Item 661,Category C,2023-09-05,35.47,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
662,Item 662,Category B,2022-06-06,75.87,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
663,Item 663,Category D,2021-08-03,1.75,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
664,Item 664,Category B,2021-09-04,65.31,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
665,Item 665,Category D,2022-11-04,23.99,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
666,Item 666,Category D,2022-05-25,38.89,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
667,Item 667,Category A,2022-02-12,53.11,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
668,Item 668,Category C,2021-12-02,71.81,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
669,Item 669,Category C,2023-03-01,30.29,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
670,Item 670,Category A,2023-07-16,13.87,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
671,Item 671,Category D,2023-07-12,36.92,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
672,Item 672,Category B,2022-07-25,74.19,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
673,Item 673,Category C,2020-07-28,59.83,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
674,Item 674,Category A,2021-03-14,32.28,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
675,Item 675,Category C,2022-03-12,67.14,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
676,Item 676,Category D,2021-09-12,94.2,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
677,Item 677,Category D,2022-01-05,64.77,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
678,Item 678,Category B,2021-06-16,49.46,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
679,Item 679,Category D,2023-12-31,73.62,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
680,Item 680,Category B,2022-10-05,42.02,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
681,Item 681,Category B,2021-10-10,92.07,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
682,Item 682,Category A,2022-07-12,73.67,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
683,Item 683,Category D,2021-09-02,69.98,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
684,Item 684,Category B,2020-08-16,95.21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
685,Item 685,Category D,2022-03-20,43.57,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
686,Item 686,Category B,2022-06-22,18.85,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
687,Item 687,Category D,2020-02-15,36.79,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
688,Item 688,Category B,2021-02-16,11.5,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
689,Item 689,Category A,2023-05-12,67.65,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
690,Item 690,Category C,2023-04-13,14.73,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
691,Item 691,Category B,2023-01-17,98.74,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
692,Item 692,Category D,2022-11-02,80.05,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
693,Item 693,Category D,2020-05-20,8.07,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
694,Item 694,Category A,2020-05-02,71.74,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
695,Item 695,Category C,2020-11-29,0.84,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
696,Item 696,Category C,2020-03-21,20.25,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
697,Item 697,Category D,2020-05-30,39.31,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
698,Item 698,Category C,2020-10-10,96.52,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
699,Item 699,Category C,2023-11-10,20.5,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
700,Item 700,Category C,2023-05-29,78.62,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
701,Item 701,Category B,2023-08-27,41.91,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
702,Item 702,Category B,2020-04-22,47.57,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
703,Item 703,Category C,2022-06-04,94.26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
704,Item 704,Category B,2020-05-16,0.98,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
705,Item 705,Category B,2021-01-21,32.41,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
706,Item 706,Category A,2021-04-17,61.37,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
707,Item 707,Category D,2020-04-06,63.98,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
708,Item 708,Category A,2021-10-28,86.49,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
709,Item 709,Category C,2023-07-07,68.59,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
710,Item 710,Category A,2021-03-04,21.57,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
711,Item 711,Category B,2021-04-19,41.53,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
712,Item 712,Category B,2021-05-13,96.36,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
713,Item 713,Category B,2020-06-20,48.45,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
714,Item 714,Category D,2022-08-22,68.76,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
715,Item 715,Category B,2023-09-03,87.39,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
716,Item 716,Category C,2020-06-09,33.26,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
717,Item 717,Category C,2022-05-06,17.95,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
718,Item 718,Category C,2022-08-13,8.43,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
719,Item 719,Category A,2023-07-11,5.15,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
720,Item 720,Category B,2022-08-07,76.11,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
721,Item 721,Category C,2021-07-09,2.27,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
722,Item 722,Category A,2021-02-01,93.49,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
723,Item 723,Category A,2020-09-24,94.05,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
724,Item 724,Category C,2020-09-21,27.85,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
725,Item 725,Category D,2020-01-23,24.32,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
726,Item 726,Category D,2022-02-04,47.73,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
727,Item 727,Category D,2020-07-10,18.59,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
728,Item 728,Category A,2023-02-08,9.56,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
729,Item 729,Category B,2023-03-23,54.14,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
730,Item 730,Category A,2021-10-09,65.42,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
731,Item 731,Category B,2022-07-05,61.48,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
732,Item 732,Category D,2020-01-15,10.24,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
733,Item 733,Category A,2020-07-10,38.74,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
734,Item 734,Category B,2022-02-26,79.1,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
735,Item 735,Category D,2021-10-20,24.06,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
736,Item 736,Category C,2022-12-20,96.67,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
737,Item 737,Category C,2021-01-09,9.95,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
738,Item 738,Category D,2022-01-08,59.92,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
739,Item 739,Category D,2020-05-06,18.09,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
740,Item 740,Category C,2020-01-13,87.42,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
741,Item 741,Category D,2022-02-27,37.19,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
742,Item 742,Category C,2021-05-12,91.0,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
743,Item 743,Category C,2020-05-06,60.84,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
744,Item 744,Category D,2021-05-13,12.5,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
745,Item 745,Category B,2021-04-13,13.27,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
746,Item 746,Category B,2022-06-07,71.09,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
747,Item 747,Category C,2020-02-19,87.45,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
748,Item 748,Category D,2020-11-15,78.91,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
749,Item 749,Category B,2020-03-28,44.33,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
750,Item 750,Category C,2022-01-02,46.49,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
751,Item 751,Category A,2021-07-22,79.82,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
752,Item 752,Category A,2021-10-12,78.76,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
753,Item 753,Category B,2022-08-10,80.81,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
754,Item 754,Category A,2020-09-05,13.89,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
755,Item 755,Category D,2022-08-12,31.52,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
756,Item 756,Category B,2023-06-22,60.03,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
757,Item 757,Category B,2021-04-13,1.05,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
758,Item 758,Category C,2021-06-11,91.7,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
759,Item 759,Category B,2021-04-12,46.89,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
760,Item 760,Category A,2021-03-28,26.08,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
761,Item 761,Category A,2021-12-29,28.63,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
762,Item 762,Category D,2020-01-07,1.46,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
763,Item 763,Category B,2022-03-14,56.51,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
764,Item 764,Category A,2020-04-30,70.81,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
765,Item 765,Category B,2021-10-23,57.19,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
766,Item 766,Category B,2021-12-17,38.23,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
767,Item 767,Category D,2021-04-14,16.21,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
768,Item 768,Category C,2023-03-15,15.46,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
769,Item 769,Category A,2022-11-12,80.91,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
770,Item 770,Category D,2021-08-06,83.76,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
771,Item 771,Category C,2020-09-18,31.73,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
772,Item 772,Category C,2021-05-15,78.71,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
773,Item 773,Category B,2020-08-28,3.65,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
774,Item 774,Category B,2023-04-26,25.86,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
775,Item 775,Category D,2021-06-15,23.39,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
776,Item 776,Category A,2022-09-17,33.87,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
777,Item 777,Category A,2022-04-11,94.14,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
778,Item 778,Category A,2020-11-08,86.3,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
779,Item 779,Category D,2021-11-26,52.37,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
780,Item 780,Category D,2021-02-24,91.93,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
781,Item 781,Category A,2022-06-18,2.26,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
782,Item 782,Category B,2023-04-01,80.17,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
783,Item 783,Category C,2022-10-28,21.11,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
784,Item 784,Category B,2021-05-25,34.08,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
785,Item 785,Category D,2021-08-28,30.75,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
786,Item 786,Category C,2022-10-08,5.85,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
787,Item 787,Category B,2020-01-24,69.57,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
788,Item 788,Category C,2022-05-13,6.01,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
789,Item 789,Category B,2022-09-14,18.6,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
790,Item 790,Category C,2021-12-10,40.69,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
791,Item 791,Category A,2023-08-09,9.82,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
792,Item 792,Category B,2023-11-27,40.37,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
793,Item 793,Category B,2022-03-24,30.09,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
794,Item 794,Category C,2022-02-10,38.29,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
795,Item 795,Category C,2023-05-07,79.36,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
796,Item 796,Category B,2022-10-21,59.11,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
797,Item 797,Category D,2022-08-21,67.6,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
798,Item 798,Category B,2021-06-29,28.76,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
799,Item 799,Category C,2020-06-22,44.72,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
800,Item 800,Category D,2021-07-24,17.88,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
801,Item 801,Category C,2021-05-23,39.35,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
802,Item 802,Category B,2021-01-14,42.84,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
803,Item 803,Category B,2023-04-27,85.71,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
804,Item 804,Category A,2021-11-17,26.05,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
805,Item 805,Category D,2022-12-17,35.96,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
806,Item 806,Category A,2022-10-04,0.65,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
807,Item 807,Category B,2023-12-25,77.33,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
808,Item 808,Category D,2022-07-28,49.61,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
809,Item 809,Category C,2022-08-29,94.4,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
810,Item 810,Category C,2022-08-21,19.63,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
811,Item 811,Category A,2021-09-25,61.28,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
812,Item 812,Category D,2020-07-02,45.34,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
813,Item 813,Category C,2020-09-08,99.44,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
814,Item 814,Category A,2021-06-20,79.36,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
815,Item 815,Category A,2020-07-24,23.25,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
816,Item 816,Category D,2023-04-12,52.28,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
817,Item 817,Category C,2022-11-08,27.62,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
818,Item 818,Category C,2020-06-13,3.74,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
819,Item 819,Category B,2023-01-31,93.22,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
820,Item 820,Category A,2021-07-21,26.39,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
821,Item 821,Category B,2020-04-21,11.1,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
822,Item 822,Category D,2022-08-23,26.68,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
823,Item 823,Category C,2023-12-23,33.7,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
824,Item 824,Category A,2022-11-25,2.18,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
825,Item 825,Category C,2023-05-10,22.57,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
826,Item 826,Category C,2020-11-27,74.88,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
827,Item 827,Category D,2020-09-09,75.8,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
828,Item 828,Category C,2023-08-31,10.89,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
829,Item 829,Category B,2022-08-18,49.66,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
830,Item 830,Category A,2020-02-03,6.38,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
831,Item 831,Category A,2023-03-11,37.16,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
832,Item 832,Category B,2020-12-21,2.78,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
833,Item 833,Category D,2023-02-14,87.42,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
834,Item 834,Category A,2021-06-06,67.17,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
835,Item 835,Category B,2023-03-12,91.97,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
836,Item 836,Category A,2021-02-05,53.91,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
837,Item 837,Category B,2021-11-11,84.89,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
838,Item 838,Category C,2020-02-16,48.27,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
839,Item 839,Category B,2020-02-21,83.04,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
840,Item 840,Category D,2021-11-30,85.12,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
841,Item 841,Category B,2022-12-27,16.2,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
842,Item 842,Category A,2021-09-10,31.46,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
843,Item 843,Category B,2020-09-07,34.07,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
844,Item 844,Category D,2022-09-06,21.62,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
845,Item 845,Category B,2021-05-03,75.67,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
846,Item 846,Category A,2023-04-25,78.78,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
847,Item 847,Category B,2022-12-26,28.42,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
848,Item 848,Category B,2022-01-30,37.28,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
849,Item 849,Category C,2023-11-06,47.57,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
850,Item 850,Category C,2020-10-31,32.57,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
851,Item 851,Category B,2023-07-14,60.41,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
852,Item 852,Category D,2022-02-12,21.05,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
853,Item 853,Category C,2020-10-05,73.54,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
854,Item 854,Category C,2021-03-25,43.23,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
855,Item 855,Category B,2020-12-30,75.22,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
856,Item 856,Category D,2023-10-25,43.52,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
857,Item 857,Category D,2021-10-20,60.75,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
858,Item 858,Category A,2021-12-13,48.83,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
859,Item 859,Category D,2021-01-27,80.17,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
860,Item 860,Category A,2021-11-18,7.9,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
861,Item 861,Category B,2021-01-30,35.07,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
862,Item 862,Category B,2023-11-24,80.45,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
863,Item 863,Category C,2023-08-15,13.13,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
864,Item 864,Category C,2021-10-05,98.22,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
865,Item 865,Category D,2022-07-07,9.38,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
866,Item 866,Category D,2020-03-11,25.09,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
867,Item 867,Category A,2023-09-24,45.29,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
868,Item 868,Category D,2020-09-06,0.14,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
869,Item 869,Category A,2023-03-19,87.58,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
870,Item 870,Category A,2020-10-10,60.89,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
